游戏地址,游戏名字,评分,评论1,评论2,游戏类型
http://www.4399.com/flash/20660.htm,森林冰火人中文版,4,"整体一般般,没有太多亮点可言。","整体表现一般,适合休闲娱乐打发时光。",策略类
http://www.4399.com/flash/93551.htm,小鳄鱼爱洗澡中文版,3,"游戏难度适中,比较适合休闲玩家。","游戏总体还行,但仍有进步空间。",休闲类
http://www.4399.com/flash/113377.htm,森林冰火人4无敌版,3,"总体感觉一般般,不太吸引我。","玩法简单,但游戏性不太够吸引人。",敏捷类
http://www.4399.com/flash/10393.htm,石头连连看,5,操作很简单，但很有趣。,游戏机制很独特，玩法很新颖。,益智类
http://www.4399.com/flash/79068.htm,高楼爆破3无敌版,3,"画面较为出色,但玩法有些单一缺乏变化。","整体一般般,没有太多亮点可言。",儿童类
http://www.4399.com/flash/853.htm,五子连珠,5,画质超高，玩起来很舒服。,支持多人联机，互动性强。,策略类
http://www.4399.com/flash/17403.htm,青蛙祖玛,4,"游戏玩法尚可,但整体感觉略显平淡。","游戏基本可玩,但缺乏创新亮点。",动作类
http://www.4399.com/flash/57474.htm,蝴蝶连连看,1,"音乐和音效简直就是灾难,直接影响游戏乐趣。","游戏设计存在一些问题,整体体验一般。",棋牌类
http://www.4399.com/flash/4781.htm,花花连连看,3,"还有些意思,但玩久了会感到乏味。","总体感觉??般般,没有太多亮点。",综合类
http://www.4399.com/flash/2231.htm,宠物连连看2.6,3,"操作体验良好,但内容有待进一步丰富。","视觉效果尚可,但玩法缺乏深度探索。",动作类
http://www.4399.com/flash/54423.htm,4399打豆豆,5,游戏中的隐藏内容很多，探索很有趣。,画风独特，非常有艺术感。,益智类
http://www.4399.com/flash/136516.htm,消灭星星豪华版,4,"视觉效果尚可,但玩法缺乏深度探索体验。","整体表现一般,适合休闲娱乐打发时间。",益智类
http://www.4399.com/flash/63033.htm,森林冰火人双人迷宫,3,"游戏性尚可,但不够精致和吸引人。","还算有趣,但玩久了会感到乏味。",冒险类
http://www.4399.com/flash/106202.htm,消灭星星中文版,1,"关卡难度设置极不合理,玩家体验不佳。","游戏设计存在严重问题,整体体验极差。",益智类
http://www.4399.com/flash/68259.htm,河马饲养员,2,"这游戏烂透了,根本不值得一玩。","游戏中bug太多了,根本无法顺利游玩。",测试类
http://www.4399.com/flash/62002.htm,疯狂过山车2,4,"玩起来还算流畅,但缺乏长期吸引力。","画面较为出色,但玩法有些单一缺乏变化。",模拟经营类
http://www.4399.com/flash/171900.htm,装载卡车5,5,画风很可爱，玩起来很放松。,各种任务和挑战，让人欲罢不能。,搞笑类
http://www.4399.com/flash/131178.htm,帮鸟儿解冻3,5,画风很可爱，玩起来很放松。,画风很治愈，玩起来很放松。,搞笑类
http://www.4399.com/flash/100125.htm,装载卡车4,4,"游戏玩法尚可,但整体感觉平淡无奇。","画面较为出色,但玩法有些单一缺乏新意。",儿童类
http://www.4399.com/flash/106933.htm,坏蛋冰淇淋2无敌版,4,"玩起来还算流畅,但缺乏持续吸引力。","这款游戏还算不错,值得一试。",测试类
http://www.4399.com/flash/10919.htm,宠物连连看3.0版,3,"玩起来还算流畅,但缺乏持久吸引力。","游戏性尚可,但不够精致和创新。",休闲类
http://www.4399.com/flash/147327.htm,亚当找夏娃3,3,"游戏玩法尚可,但整体感觉平淡无奇。","整体一般般,没有太多亮点可言。",测试类
http://www.4399.com/flash/71760.htm,小婴儿逃出系列3,3,"玩法简单,但游戏性不太够吸引人。","还算有趣,但玩下去容易感到乏味。",综合类
http://www.4399.com/flash/37529.htm,小火车过隧道无敌版,5,支持多人联机，互动性强。,内容丰富，不会觉得无聊。,益智类
http://www.4399.com/flash/156918.htm,酷小孩回家4,2,"画面粗糙,操作反馈也很糟糕。","游戏中bug实在是太多了,需要彻底重做。",休闲类
http://www.4399.com/flash/50350.htm,唤醒嗜睡的小人,1,"真是大失望,这游戏根本配不上预期。","这游戏实在是不太好玩,不推荐。",测试类
http://www.4399.com/flash/92102.htm,连连看3.1原版,2,"太让人失望了,这游戏根本不值一玩。","操作反馈不够流畅,游戏体验一般。",敏捷类
http://www.4399.com/flash/96689.htm,愤怒的小鸟太空版HD,3,"这款游戏还算不错,值得一试。","操作感还可以,不过内容有点缺乏。",棋牌类
http://www.4399.com/flash/4782.htm,汽车标志连连看,2,"音乐和音效简直就是灾难,直接影响游戏乐趣。","这游戏烂透了,根本不值得一玩。",策略类
http://www.4399.com/flash/103266.htm,炮兵突击,2,"真是大失望,这游戏根本配不上预期。","音乐和音效简直就是灾难,直接影响游戏乐趣。",冒险类
http://www.4399.com/flash/130836.htm,消你妹,3,"操作体验良好,但游戏内容有待进一步丰富。","游戏玩法尚可,但整体感觉平淡无奇。",测试类
http://www.4399.com/flash/41285.htm,朵拉的迷你高尔夫,2,"整体感觉很差劲,玩了没多久就不想再玩了。","音乐和音效质量较差,影响游戏体验。",综合类
http://www.4399.com/flash/128302.htm,消灭星星3电脑版,5,游戏体验非常棒，五星好评！,任务系统很完善，玩起来很有动力。,敏捷类
http://www.4399.com/flash/57317.htm,激光炮轰小怪2,4,"视觉效果尚可,但玩法缺乏深度。","还算有趣,但玩久了会感到乏味。",儿童类
http://www.4399.com/flash/89614.htm,托马斯过河,3,"还算过得去,不过没有太多特色。","游戏性尚可,但不够精致和创新。",休闲类
http://www.4399.com/flash/88882.htm,海绵宝宝3D大富翁2,3,"游戏基本可玩,但缺乏创意特色。","游戏基本可玩,但缺乏创新的亮点。",搞笑类
http://www.4399.com/flash/80211.htm,中国熊猫2无敌版,3,"还有些意思,但玩久了会感到乏味。","视觉效果尚可,但玩法缺乏深度。",测试类
http://www.4399.com/flash/21223.htm,小球进洞,4,"还算有趣,但玩下去容易感到乏味。","视觉效果尚可,但玩法缺乏深度探索价值。",敏捷类
http://www.4399.com/flash/152489.htm,史上最贱小游戏之体育,3,"操作体验良好,但缺乏特色内容。","还算有趣,但玩下去容易感到乏味。",冒险类
http://www.4399.com/flash/79452.htm,森林冰火人3,2,"整体感觉很差劲,玩了没多久就不想再玩了。","真是大失望,这游戏根本配不上预期。",测试类
http://www.4399.com/flash/34726.htm,4399水果连连看,2,"操作体验很差,直接影响游戏乐趣。","这游戏实在是不太好玩,不推荐。",测试类
http://www.4399.com/flash/65959.htm,高楼爆破无敌版,4,"游戏性尚可,但不够精致和吸引人的地方。","画面较为出色,但玩法有些单一缺乏变化。",敏捷类
http://www.4399.com/flash/66922.htm,亚当找夏娃中文版,1,"这游戏真是很烂,一点都不好玩。","实在令人失望,完全没达到预期。",休闲类
http://www.4399.com/flash/47634.htm,让子弹飞,2,"这游戏烂透了,根本不值得一玩。","游戏中bug大量存在,玩家体验极度糟糕。",敏捷类
http://www.4399.com/flash/122189.htm,史上最贱小游戏3,1,"整体感觉很差劲,玩了没多久就不想再玩了。","这游戏实在是不太好玩,不推荐。",模拟经营类
http://www.4399.com/flash/92108.htm,连连看原版,2,"这游戏实在是太糟糕了,根本玩不下去。","操作反馈不够流畅,游戏体验一般。",休闲类
http://www.4399.com/flash/50306.htm,奇妙水世界,2,"总的来说这游戏很无聊,不太好玩。","真是大失望,这游戏根本配不上预期。",益智类
http://www.4399.com/flash/80972.htm,宠物连连看经典版2,1,"音乐和音效简直就是灾难,直接影响游戏乐趣。","操作体验很差,直接影响游戏乐趣。",休闲类
http://www.4399.com/flash/143168.htm,手纸没有了,3,"操作体验良好,但游戏内容有待进一步丰富。","操作体验良好,但内容有待进一步丰富。",棋牌类
http://www.4399.com/flash/24571.htm,宠物连连看3.1无敌版,3,"视觉效果尚可,但玩法缺乏深度探索体验。","总体感觉一般般,不太吸引我。",敏捷类
http://www.4399.com/flash/73311.htm,破蛋专家,4,"画面较为出色,但玩法有些单一乏味。","游戏玩法尚可,但整体感觉有些平淡乏味。",体育类
http://www.4399.com/flash/138976.htm,盗金父子,5,每次玩都有不同的体验，很有趣。,操作很简单，但很有趣。,模拟经营类
http://www.4399.com/flash/92953.htm,逗小猴开心7,2,"游戏设计存在诸多问题,整体体验很差。","这游戏实在是不太好玩,不推荐。",棋牌类
http://www.4399.com/flash/69774.htm,高楼爆破2无敌版,3,"游戏基本可玩,但缺乏创意特色。","游戏玩法尚可,但整体感觉平淡无奇。",体育类
http://www.4399.com/flash/30543.htm,小婴儿逃出系列1,5,每次更新都有新的玩法，很有趣。,操作很简单，但很有趣。,棋牌类
http://www.4399.com/flash/132546.htm,亚当找夏娃2,4,"操作体验良好,但内容有待进一步丰富。","游戏难度适中,比较适合休闲玩家。",敏捷类
http://www.4399.com/flash/106849.htm,坏蛋冰淇淋2,2,"音乐和音效简直就是灾难,直接影响游戏体验。","游戏设计存在诸多问题,整体体验很差。",休闲类
http://www.4399.com/flash/42075.htm,光头小子找出口,4,"还算有趣,但玩久了会感到乏味无聊。","操作体验良好,但缺乏特色内容。",益智类
http://www.4399.com/flash/86544.htm,鸡蛋大逃亡2,2,"画面粗糙,操作反馈也很糟糕。","游戏设计存在致命缺陷,体验很差。",策略类
http://www.4399.com/flash/63828.htm,红球与绿球,3,"还算过得去,不过没有太多特色。","视觉效果尚可,但玩法缺乏深度。",儿童类
http://www.4399.com/flash/16395.htm,小婴儿逃出系列2,2,"画面很一般,操作也不太流畅。","音乐和音效简直就是灾难,直接影响游戏乐趣。",动作类
http://www.4399.com/flash/97275.htm,3D旋转麻将连连看,2,"关卡难度设置极不合理,玩家体验不佳。","这游戏烂透了,根本不值得一玩。",动作类
http://www.4399.com/flash/41483.htm,装载卡车,2,"操作体验很差,直接影响游戏乐趣。","游戏中bug大量存在,玩家体验极度糟糕。",策略类
http://www.4399.com/flash/73122.htm,装载卡车3,3,"游戏设计不错,但内容有待进一步丰富。","游戏基本可玩,但缺乏创新的亮点特色。",策略类
http://www.4399.com/flash/27265.htm,火柴人逃脱记,5,游戏内容很丰富，玩法很多样。,玩法多样，永远不会觉得无聊。,策略类
http://www.4399.com/flash/158011.htm,小汽车的英雄梦,2,"操作体验简直糟糕透了,根本玩不下去。","游戏设计存在一些问题,整体体验一般。",动作类
http://www.4399.com/flash/102581.htm,帮鸟儿解冻,4,"操作感还可以,不过内容有点缺乏。","视觉效果尚可,但缺乏深度玩法。",棋牌类
http://www.4399.com/flash/146052.htm,麻将消除高手,2,"画面粗糙,操作反馈也很糟糕。","这游戏实在是不太好玩,不推荐。",体育类
http://www.4399.com/flash/33249.htm,帮小狗取手绢,5,每次更新都有新的玩法，很有趣。,操作简单，很容易上手。,敏捷类
http://www.4399.com/flash/78828.htm,益智乐高2中文版,2,"游戏中bug太多了,根本无法顺利游玩。","操作体验非常糟糕,完全影响享受。",动作类
http://www.4399.com/flash/8670.htm,宠物连连看特别版,1,"这游戏无聊透了,根本玩不下去。","这游戏真是很烂,一点都不好玩。",动作类
http://www.4399.com/flash/35965.htm,直升机打气球,1,"画面粗糙,操作反馈也很糟糕。","操作体验简直糟糕透了,根本玩不下去。",儿童类
http://www.4399.com/flash/56745.htm,动画师和动画,4,"视觉效果尚可,但玩法缺乏深度探索。","游戏性尚可,但不够精致和吸引人的地方。",休闲类
http://www.4399.com/flash/46428.htm,空姐阿Sue,5,游戏中有很多隐藏内容，探索很有趣。,非常好玩，推荐给大家！,棋牌类
http://www.4399.com/flash/50909.htm,植物战僵尸3D连连看,2,"游戏设计存在致命缺陷,体验极其糟糕。","太让人失望了,这游戏根本不值一玩。",测试类
http://www.4399.com/flash/128952.htm,坏蛋冰淇淋3,1,"这游戏烂透了,根本不值得一玩。","游戏中bug太多了,根本无法顺利游玩。",搞笑类
http://www.4399.com/flash/113790.htm,找你妹正式版,1,"游戏中bug大量存在,玩家体验极度糟糕。","这游戏烂透了,根本不值得一玩。",冒险类
http://www.4399.com/flash/201721.htm,圆球情侣,2,"游戏设计存在一些问题,整体体验一般。","关卡难度设置极不合理,玩家痛苦不堪。",模拟经营类
http://www.4399.com/flash/123789.htm,恐龙觅食,2,"这游戏真的太烂了,我强烈不推荐。","画面粗糙,操作反馈也很糟糕。",策略类
http://www.4399.com/flash/157666.htm,史上最贱小游戏13,1,"操作体验非常糟糕,完全影响享受。","这游戏真是很烂,一点都不好玩。",搞笑类
http://www.4399.com/flash/152162.htm,盗金父子2,5,画质很好，游戏体验很棒。,界面设计很漂亮，游戏性很强。,策略类
http://www.4399.com/flash/1287.htm,新麻雀连连看,5,任务系统很完善，玩起来很有动力。,游戏中的隐藏内容很多，探索很有趣。,综合类
http://www.4399.com/flash/1244.htm,红孩儿连连看,4,"视觉效果尚可,但玩法缺乏深度探索。","操作体验良好,但缺乏特色内容。",体育类
http://www.4399.com/flash/48349.htm,爱吃水果的虫子,4,"整体表现一般,适合休闲娱乐打发时光。","玩法简单,但游戏性不太够吸引人。",综合类
http://www.4399.com/flash/53510.htm,红楼梦连连看,5,画风很可爱，玩起来很放松。,关卡设计很巧妙，很有挑战性。,策略类
http://www.4399.com/flash/104723.htm,搞怪碰碰球,1,"关卡难度设置极不合理,玩家痛苦连连。","这游戏真是很烂,一点都不好玩。",综合类
http://www.4399.com/flash/776.htm,宠物连连看,4,"游戏性尚可,但不够精致和创新。","游戏玩法尚可,但整体感觉平淡无奇。",策略类
http://www.4399.com/flash/117146.htm,火柴人智闯飞艇,4,"整体表现一般,适合休闲娱乐。","游戏基本可玩,但缺乏创新的亮点。",模拟经营类
http://www.4399.com/flash/8954.htm,阿sue家做客,1,"操作体验简直糟糕透了,根本玩不下去。","操作体验差劲透了,根本玩不下去。",模拟经营类
http://www.4399.com/flash/142569.htm,一把火,2,"游戏中bug大量存在,玩家体验极度糟糕。","操作体验非常糟糕,完全影响享受。",策略类
http://www.4399.com/flash/91402.htm,保护橙子增强版3,1,"总的来说这游戏很无聊,不太好玩。","这游戏无聊透了,完全没有吸引力。",测试类
http://www.4399.com/flash/166563.htm,盗金父子3,4,"整体一般般,没有太多亮点可言。","游戏基本可玩,但缺乏创新的亮点特色。",冒险类
http://www.4399.com/flash/143093.htm,果蔬连连看HD,5,音效和配乐非常出色，增强了体验。,操作手感很好，玩起来很顺畅。,休闲类
http://www.4399.com/flash/62725.htm,蜗牛鲍勃2中文版,3,"操作体验良好,但内容有待进一步丰富。","整体表现一般,适合休闲娱乐打发时间。",敏捷类
http://www.4399.com/flash/123611.htm,小汽车的爱情梦,3,"玩起来还算流畅,但缺乏长期吸引力。","游戏设计还算不错,但可以进一步优化完善。",搞笑类
http://www.4399.com/flash/151340.htm,熊猫逃生记之日本,1,"真是大失望,这游戏根本配不上预期。","这游戏真是很烂,一点都不好玩。",儿童类
http://www.4399.com/flash/190497.htm,移动的蓄电池,1,"画面粗糙,操作反馈也很糟糕。","游戏设计存在一些问题,整体体验一般。",冒险类
http://www.4399.com/flash/189957.htm,巫婆赶僵尸,3,"操作体验良好,但游戏内容有待进一步丰富。","整体一般般,没有太多亮点可言。",动作类
http://www.4399.com/flash/193147.htm,探索光物理学,1,"游戏设计存在致命缺陷,体验很差。","关卡难度设置极不合理,玩家痛苦连连。",搞笑类
http://www.4399.com/flash/193223.htm,逗小猴开心之迷宫,5,画质超高，玩起来很舒服。,每次玩都有不同的体验，很有趣。,搞笑类
http://www.4399.com/flash/193207.htm,迷你音乐垫,5,画质很好，游戏体验很棒。,游戏节奏很好，不会觉得拖沓。,敏捷类
http://www.4399.com/flash/193190.htm,五彩六边形,4,"还算有趣,但玩久了会感到乏味无聊。","整体体验一般,适合消遣时光。",策略类
http://www.4399.com/flash/190387.htm,救援海底动物,3,"玩起来还算流畅,但缺乏持续吸引力。","玩起来还算流畅,但缺乏长期吸引力。",搞笑类
http://www.4399.com/flash/193129.htm,爆兽猎人我爱拼图,1,"画面很一般,操作也不太流畅。","画面粗糙,操作反馈也很糟糕。",动作类
http://www.4399.com/flash/192951.htm,喂食小萌怪,4,"整体表现一般,适合休闲娱乐打发时光。","视觉效果尚可,但玩法缺乏深度。",模拟经营类
http://www.4399.com/flash/189954.htm,糖果不相连,3,"总体感觉一般般,没有太多亮点可圈可点。","还算有趣,但玩久了会觉得乏味无聊。",益智类
http://www.4399.com/flash/192785.htm,试炼之地,1,"游戏设计存在一些问题,整体体验一般。","这游戏真是很烂,一点都不好玩。",休闲类
http://www.4399.com/flash/192734.htm,甜蜜的糖果王国,5,任务系统很完善，玩起来很有动力。,操作很简单，但很有趣。,模拟经营类
http://www.4399.com/flash/192498.htm,海盗的寻宝之旅,1,"这游戏无聊透了,根本玩不下去。","操作体验差劲透了,根本玩不下去。",棋牌类
http://www.4399.com/flash/192686.htm,可怕的墓园,4,"操作体验良好,但缺乏丰富的内容。","还算有趣,但玩久了会觉得乏味无聊。",益智类
http://www.4399.com/flash/192795.htm,城市连接2,3,"这款游戏还算不错,值得一试。","还有些意思,但玩久了会感到乏味。",棋牌类
http://www.4399.com/flash/192642.htm,图形叠叠乐,5,挑战性很强，每关都很有趣。,画质很好，游戏体验很棒。,综合类
http://www.4399.com/flash/192508.htm,忍者灭僵尸,5,界面设计很漂亮，游戏性很强。,游戏内容很丰富，玩法很多样。,策略类
http://www.4399.com/flash/192455.htm,探险活宝营救行动,5,社交功能完善，可以和朋友一起玩。,每次玩都有新的发现，很有趣。,儿童类
http://www.4399.com/flash/192518.htm,白球入洞,4,"操作体验良好,但缺乏丰富的内容。","操作体验良好,但内容有待进一步丰富。",模拟经营类
http://www.4399.com/flash/191989.htm,罗盘机关,2,"游戏中bug实在是太多了,需要彻底重做。","真是大失望,这游戏根本配不上预期。",敏捷类
http://www.4399.com/flash/192406.htm,链接灯,2,"实在令人失望,这游戏毫无看点可言。","这游戏真的太烂了,我强烈不推荐。",儿童类
http://www.4399.com/flash/191992.htm,木箱叠叠乐,3,"玩法简单,但游戏性不太够吸引人。","整体表现一般,适合休闲娱乐。",休闲类
http://www.4399.com/flash/192142.htm,奔跑吧兄弟第四季,4,"操作感还可以,不过内容有点缺乏。","游戏基本可玩,但缺乏创意特色。",棋牌类
http://www.4399.com/flash/191889.htm,派大星猜物,5,游戏内购合理，不影响体验。,关卡设置合理，有挑战性。,测试类
http://www.4399.com/flash/192048.htm,木箱搬运工,5,强烈推荐给朋友们一起玩！,每个关卡都很有挑战性。,冒险类
http://www.4399.com/flash/191822.htm,瓷砖归位,3,"画面较为出色,但玩法有些单一枯燥。","游戏设计还算不错,但需要进一步完善。",敏捷类
http://www.4399.com/flash/191267.htm,王子与公主冒险,2,"画面粗糙,操作反馈也很糟糕。","游戏中存在太多bug,需要大幅修复。",策略类
http://www.4399.com/flash/191897.htm,保护冰火人,3,"操作体验良好,但缺乏特色内容。","视觉效果尚可,但玩法缺乏深度探索体验。",测试类
http://www.4399.com/flash/192175.htm,史上最贱小游戏之网络,4,"视觉效果尚可,但玩法缺乏深度探索。","整体表现一般,适合休闲消遣。",测试类
http://www.4399.com/flash/191530.htm,五彩果冻大相连,3,"游戏基本可玩,但缺乏亮点或特色。","操作体验良好,但缺乏丰富的内容。",体育类
http://www.4399.com/flash/190350.htm,忍者寻宝藏,4,"游戏玩法尚可,但整体感觉平淡无奇。","操作体验良好,但缺乏丰富的内容。",体育类
http://www.4399.com/flash/191637.htm,河马宝宝要洗澡,2,"关卡难度设置极不合理,玩家痛苦不堪。","关卡设计不够平衡,难度把握不当。",休闲类
http://www.4399.com/flash/191998.htm,镜像城堡,4,"操作体验良好,但内容有待进一步丰富。","游戏基本可玩,但缺乏创新的亮点。",冒险类
http://www.4399.com/flash/191997.htm,滤出小瑕疵,3,"玩起来还算流畅,但缺乏持续吸引力。","画面较为出色,但玩法有些单一枯燥。",棋牌类
http://www.4399.com/flash/191686.htm,天才阿公拼图挑战,4,"游戏性尚可,但不够精致和吸引人。","玩法简单,但游戏性不太够吸引人。",儿童类
http://www.4399.com/flash/191608.htm,泡泡鸟历险记,1,"音乐和音效简直就是灾难,直接影响游戏乐趣。","画面粗糙,操作反馈也很糟糕。",棋牌类
http://www.4399.com/flash/191276.htm,智力水滴,1,"这游戏无聊透了,完全没有吸引力。","游戏设计存在致命缺陷,体验极其糟糕。",益智类
http://www.4399.com/flash/191379.htm,逐层清除,1,"操作体验很差,直接影响游戏乐趣。","这游戏无聊透了,完全没有吸引力。",敏捷类
http://www.4399.com/flash/191269.htm,卡通小黄人对对碰,4,"总体感觉一般般,没有太多亮点可圈可点。","游戏难度适中,比较适合休闲玩家。",休闲类
http://www.4399.com/flash/191338.htm,火娃找冰娃,2,"音乐和音效简直就是灾难,直接影响游戏乐趣。","这游戏烂透了,根本不值得一玩。",敏捷类
http://www.4399.com/flash/191079.htm,闪耀的六边形,3,"游戏设计还算不错,但需要进一步完善。","游戏性一般,勉强可以消遣消遣。",动作类
http://www.4399.com/flash/190981.htm,解开菱形结,5,创意十足，越玩越有意思。,游戏机制很独特，玩法很新颖。,棋牌类
http://www.4399.com/flash/190951.htm,呆萌动物园,2,"太让人失望了,这游戏根本不值一玩。","操作体验差劲透了,根本玩不下去。",综合类
http://www.4399.com/flash/190938.htm,红球进黑洞,2,"太让人失望了,这游戏根本不值一玩。","操作体验非常糟糕,完全影响享受。",测试类
http://www.4399.com/flash/190900.htm,方块大切割,5,操作手感很好，玩起来很顺畅。,游戏机制很独特，玩起来很有新鲜感。,益智类
http://www.4399.com/flash/190899.htm,六角方块大碰撞,5,创意十足，越玩越有意思。,操作手感非常好，值得推荐。,儿童类
http://www.4399.com/flash/190841.htm,彩色积木华容道,3,"还算有趣,但玩久了会感到乏味无聊。","操作体验良好,但缺乏特色内容。",搞笑类
http://www.4399.com/flash/190811.htm,方块世界消消乐,4,"游戏基本可玩,但缺乏创新的亮点。","玩起来还算流畅,但缺乏持久吸引力。",体育类
http://www.4399.com/flash/191068.htm,填满方格,2,"太让人失望了,这游戏根本不值一玩。","音乐和音效质量较差,影响游戏体验。",搞笑类
http://www.4399.com/flash/190686.htm,宇宙矿石对对碰,2,"关卡难度设置极不合理,玩家痛苦连连。","游戏设计存在致命缺陷,体验极其糟糕。",模拟经营类
http://www.4399.com/flash/190685.htm,激光连线,3,"画面较好,但玩法有些单调乏味。","游戏玩法尚可,但整体感觉平淡无奇。",搞笑类
http://www.4399.com/flash/190671.htm,彩球相连,1,"太让人失望了,这游戏根本不值一玩。","操作反馈不够流畅,游戏体验一般。",动作类
http://www.4399.com/flash/190668.htm,饼干果酱对对碰,5,游戏机制很独特，玩起来很有新鲜感。,画面精美，操作流畅。,模拟经营类
http://www.4399.com/flash/190857.htm,指尖忍者,3,"操作感还可以,不过内容有点缺乏。","游戏设计不错,但内容有待进一步丰富。",冒险类
http://www.4399.com/flash/190471.htm,投掷虎纹球,5,画风独特，非常有艺术感。,画风很可爱，玩起来很放松。,测试类
http://www.4399.com/flash/190284.htm,滚动的钢珠3,1,"关卡难度设置极不合理,玩家痛苦不堪。","操作体验很差,直接影响游戏乐趣。",益智类
http://www.4399.com/flash/1382.htm,宠物连连看2.5版,3,"视觉效果尚可,但玩法缺乏深度探索。","操作体验良好,但缺乏丰富的内容。",测试类
http://www.4399.com/flash/12669.htm,果蔬连连看,5,社交功能完善，可以和朋友一起玩。,操作手感很好，玩起来很顺畅。,冒险类
http://www.4399.com/flash/17801.htm,宠物连连看3.1,4,"视觉效果尚可,但缺乏深度玩法。","游戏玩法尚可,但整体感觉平淡无奇。",冒险类
http://www.4399.com/flash/20660.htm,森林冰火人中文版,4,"整体表现一般,适合休闲娱乐打发时光。","游戏基本可玩,但缺乏创新的亮点特色。",策略类
http://www.4399.com/flash/93551.htm,小鳄鱼爱洗澡中文版,2,"画面粗糙,操作反馈也很糟糕。","这游戏实在是不太好玩,不推荐。",动作类
http://www.4399.com/flash/113377.htm,森林冰火人4无敌版,1,"音乐和音效质量较差,影响游戏体验。","画面很一般,操作也不太流畅。",益智类
http://www.4399.com/flash/10393.htm,石头连连看,2,"关卡难度设置极不合理,玩家痛苦不堪。","游戏中存在太多bug,需要大幅修复。",模拟经营类
http://www.4399.com/flash/79068.htm,高楼爆破3无敌版,4,"游戏玩法尚可,但整体感觉平淡无奇。","游戏总体还行,但仍有进步空间。",棋牌类
http://www.4399.com/flash/853.htm,五子连珠,1,"游戏设计存在致命缺陷,体验极其糟糕。","画面很一般,操作也不太流畅。",模拟经营类
http://www.4399.com/flash/17403.htm,青蛙祖玛,4,"整体表现一般,适合休闲娱乐打发时光。","画面较好,但玩法有些单调乏味。",综合类
http://www.4399.com/flash/57474.htm,蝴蝶连连看,5,操作简单，但需要动脑，很有趣。,每个关卡都很有挑战性。,模拟经营类
http://www.4399.com/flash/4781.htm,花花连连看,4,"画面较为出色,但玩法有些单一枯燥。","游戏玩法尚可,但整体感觉略显平淡。",模拟经营类
http://www.4399.com/flash/2231.htm,宠物连连看2.6,1,"游戏中bug太多了,根本无法顺利游玩。","游戏设计存在一些问题,整体体验一般。",搞笑类
http://www.4399.com/flash/54423.htm,4399打豆豆,2,"这游戏无聊透了,完全没有吸引力。","游戏设计存在致命缺陷,体验很差。",综合类
http://www.4399.com/flash/136516.htm,消灭星星豪华版,2,"游戏中存在太多bug,需要大幅修复。","这游戏实在是不太好玩,不推荐。",搞笑类
http://www.4399.com/flash/63033.htm,森林冰火人双人迷宫,5,游戏内容很丰富，玩法很多样。,每次更新都有新的玩法，很有趣。,休闲类
http://www.4399.com/flash/106202.htm,消灭星星中文版,5,剧情设计很精彩，玩起来像看电影。,游戏设计的细节非常到位。,儿童类
http://www.4399.com/flash/68259.htm,河马饲养员,4,"整体表现一般,适合休闲娱乐打发时光。","还算有趣,但玩久了会感到乏味无聊。",动作类
http://www.4399.com/flash/62002.htm,疯狂过山车2,1,"游戏设计存在致命缺陷,体验极其糟糕。","游戏中bug大量存在,玩家体验极度糟糕。",模拟经营类
http://www.4399.com/flash/171900.htm,装载卡车5,2,"关卡难度设置极不合理,玩家痛苦不堪。","画面粗糙,操作反馈也很糟糕。",测试类
http://www.4399.com/flash/131178.htm,帮鸟儿解冻3,2,"画面粗糙,操作反馈也很糟糕。","游戏设计存在致命缺陷,体验极其糟糕。",搞笑类
http://www.4399.com/flash/100125.htm,装载卡车4,3,"画面较为出色,但玩法有些单一缺乏变化。","整体表现一般,适合休闲娱乐。",动作类
http://www.4399.com/flash/106933.htm,坏蛋冰淇淋2无敌版,3,"游戏基本可玩,但缺乏亮点或特色。","整体表现一般,适合休闲娱乐打发时间。",敏捷类
http://www.4399.com/flash/10919.htm,宠物连连看3.0版,1,"音乐和音效简直就是灾难,直接影响游戏乐趣。","这游戏烂透了,根本不值得一玩。",体育类
http://www.4399.com/flash/147327.htm,亚当找夏娃3,5,关卡设计巧妙，令人耳目一新。,每次玩都有新的发现，很有趣。,棋牌类
http://www.4399.com/flash/71760.htm,小婴儿逃出系列3,5,内容丰富，不会觉得无聊。,很好玩，玩得停不下来！,冒险类
http://www.4399.com/flash/37529.htm,小火车过隧道无敌版,4,"总体感觉一般般,不太吸引我。","游戏性尚可,但不够精致和吸引人的地方。",策略类
http://www.4399.com/flash/156918.htm,酷小孩回家4,3,"还算过得去,不过没有太多特色。","总体感觉一般般,没有太多出色的地方。",儿童类
http://www.4399.com/flash/50350.htm,唤醒嗜睡的小人,5,画质很好，游戏体验很棒。,游戏中的隐藏内容很多，探索很有趣。,综合类
http://www.4399.com/flash/92102.htm,连连看3.1原版,3,"整体一般般,没有太多亮点可言。","操作体验良好,但游戏内容有待进一步丰富。",搞笑类
http://www.4399.com/flash/96689.htm,愤怒的小鸟太空版HD,5,剧情设计很精彩，玩起来像看电影。,每次玩都有不同的体验，很有趣。,策略类
http://www.4399.com/flash/4782.htm,汽车标志连连看,5,界面设计很漂亮，游戏性很强。,关卡设计很巧妙，很有挑战性。,综合类
http://www.4399.com/flash/103266.htm,炮兵突击,4,"还算有趣,但玩久了会感到乏味无聊。","画面较为出色,但玩法有些单一缺乏变化。",体育类
